CNT,TS_BEGIN,TS_END,DIFF,DELAY_CLI,DELAY_BCK,PROCTIME,AUTHTIME
0,1716267173886,1716267173931,45,2,43,0,0
1,1716267173931,1716267173975,44,2,42,0,0
2,1716267173975,1716267174019,44,2,42,0,0
3,1716267174019,1716267174063,44,2,42,0,0
4,1716267174063,1716267174107,44,2,42,0,0
5,1716267174107,1716267174155,48,3,45,0,0
6,1716267174155,1716267174204,49,3,46,0,0
7,1716267174204,1716267174251,47,3,44,0,0
8,1716267174251,1716267174299,48,3,45,0,0
9,1716267174299,1716267174348,49,3,45,0,0
10,1716267174348,1716267174395,47,2,44,0,0
11,1716267174395,1716267174443,48,4,44,0,0
12,1716267174443,1716267174487,44,3,41,0,0
13,1716267174487,1716267174531,44,2,42,0,0
14,1716267174531,1716267174575,44,2,42,0,0
15,1716267174575,1716267174623,48,3,45,0,0
16,1716267174623,1716267174672,49,3,46,0,0
17,1716267174672,1716267174719,47,2,45,0,0
18,1716267174719,1716267174764,45,3,42,0,0
19,1716267174764,1716267174807,43,1,42,0,0
20,1716267174807,1716267174854,47,1,45,0,0
21,1716267174854,1716267174899,45,2,42,0,1
22,1716267174899,1716267174943,44,3,41,0,0
23,1716267174943,1716267174988,45,2,43,0,0
24,1716267174988,1716267175031,43,1,42,0,0
25,1716267175031,1716267175079,48,2,46,0,0
26,1716267175079,1716267175123,44,2,41,0,0
27,1716267175123,1716267175167,44,2,42,0,0
28,1716267175167,1716267175215,48,3,45,0,0
29,1716267175215,1716267175267,52,9,43,0,0
30,1716267175267,1716267175315,48,7,41,0,0
31,1716267175315,1716267175364,49,3,46,0,0
32,1716267175364,1716267175412,48,2,46,0,0
33,1716267175412,1716267175459,47,5,42,0,0
34,1716267175459,1716267175503,44,3,41,0,0
35,1716267175503,1716267175547,44,2,42,0,0
36,1716267175547,1716267175595,48,3,44,0,0
37,1716267175595,1716267175639,44,2,41,0,0
38,1716267175639,1716267175683,44,3,41,0,0
39,1716267175683,1716267175728,45,2,42,0,0
40,1716267175728,1716267175776,48,3,45,0,0
41,1716267175776,1716267175823,47,1,45,0,0
42,1716267175823,1716267175871,48,2,46,0,0
43,1716267175871,1716267175919,48,2,46,0,0
44,1716267175919,1716267175963,44,2,42,0,0
45,1716267175963,1716267176011,48,2,46,0,0
46,1716267176011,1716267176059,48,2,46,0,0
47,1716267176059,1716267176103,44,2,42,0,0
48,1716267176103,1716267176151,48,2,46,0,0
