CNT,TS_BEGIN,TS_END,DIFF,DELAY_CLI,DELAY_BCK,PROCTIME,AUTHTIME
0,1716415562336,1716415562397,61,9,52,0,0
1,1716415562397,1716415562458,61,7,54,0,0
2,1716415562458,1716415562518,60,5,54,0,0
3,1716415562518,1716415562578,60,6,54,0,0
4,1716415562578,1716415562638,60,6,53,0,0
5,1716415562638,1716415562698,60,6,54,0,0
6,1716415562698,1716415562758,60,6,54,0,0
7,1716415562758,1716415562818,60,6,54,0,0
8,1716415562818,1716415562878,60,6,54,0,0
9,1716415562878,1716415562938,60,6,53,0,0
10,1716415562938,1716415562999,61,6,55,0,0
11,1716415562999,1716415563058,59,5,54,0,0
12,1716415563058,1716415563118,60,6,54,0,0
13,1716415563118,1716415563178,60,6,54,0,0
14,1716415563178,1716415563238,60,6,54,0,0
15,1716415563238,1716415563307,69,6,63,0,0
16,1716415563307,1716415563366,59,5,54,0,0
17,1716415563366,1716415563426,60,6,54,0,0
18,1716415563426,1716415563486,60,7,53,0,0
19,1716415563486,1716415563546,60,7,53,0,0
20,1716415563546,1716415563606,60,6,54,0,0
21,1716415563606,1716415563666,60,7,53,0,0
22,1716415563666,1716415563726,60,7,53,0,0
23,1716415563726,1716415563786,60,5,55,0,0
24,1716415563786,1716415563846,60,5,55,0,0
25,1716415563846,1716415563906,60,6,54,0,0
26,1716415563906,1716415563966,60,7,53,0,0
27,1716415563966,1716415564027,61,7,54,0,0
28,1716415564027,1716415564086,59,5,54,0,0
29,1716415564086,1716415564146,60,6,54,0,0
30,1716415564146,1716415564206,60,6,54,0,0
31,1716415564206,1716415564266,60,6,54,0,0
32,1716415564266,1716415564326,60,6,54,0,0
33,1716415564326,1716415564386,60,5,55,0,0
34,1716415564386,1716415564446,60,6,54,0,0
35,1716415564446,1716415564506,60,6,54,0,0
36,1716415564506,1716415564566,60,6,54,0,0
37,1716415564566,1716415564626,60,5,55,0,0
38,1716415564626,1716415564686,60,6,54,0,0
39,1716415564686,1716415564746,60,6,54,0,0
40,1716415564746,1716415564807,61,6,55,0,0
41,1716415564807,1716415564870,63,6,57,0,0
42,1716415564870,1716415564930,60,6,54,0,0
43,1716415564930,1716415564995,65,6,59,0,0
44,1716415564995,1716415565054,59,5,54,0,0
45,1716415565054,1716415565114,60,7,53,0,0
46,1716415565114,1716415565174,60,6,54,0,0
47,1716415565174,1716415565234,60,6,54,0,0
48,1716415565234,1716415565294,60,6,54,0,0
49,1716415565294,1716415565354,60,6,54,0,0
50,1716415565354,1716415565414,60,7,53,0,0
51,1716415565414,1716415565474,60,6,54,0,0
52,1716415565474,1716415565534,60,6,54,0,0
53,1716415565534,1716415565598,64,5,58,0,0
54,1716415565598,1716415565658,60,8,52,0,0
55,1716415565658,1716415565718,60,6,54,0,0
56,1716415565718,1716415565778,60,6,54,0,0
57,1716415565778,1716415565838,60,6,54,0,0
58,1716415565838,1716415565898,60,6,54,0,0
59,1716415565898,1716415565958,60,6,54,0,0
60,1716415565958,1716415566018,60,6,54,0,0
61,1716415566018,1716415566077,59,6,52,0,0
62,1716415566077,1716415566138,61,6,55,0,0
63,1716415566138,1716415566204,66,6,60,0,0
64,1716415566204,1716415566266,62,5,57,0,0
65,1716415566266,1716415566325,59,5,54,0,0
66,1716415566325,1716415566386,61,6,55,0,0
67,1716415566386,1716415566447,61,5,56,0,0
68,1716415566447,1716415566506,59,5,54,0,0
69,1716415566506,1716415566566,60,5,55,0,0
70,1716415566566,1716415566626,60,5,55,0,0
71,1716415566626,1716415566686,60,6,54,0,0
72,1716415566686,1716415566746,60,6,54,0,0
73,1716415566746,1716415566807,61,6,55,0,0
74,1716415566807,1716415566865,58,5,52,0,0
75,1716415566865,1716415566926,61,6,54,0,0
76,1716415566926,1716415566986,60,6,54,0,0
77,1716415566986,1716415567046,60,5,54,1,0
78,1716415567046,1716415567106,60,6,54,0,0
79,1716415567106,1716415567166,60,6,54,0,0
80,1716415567166,1716415567226,60,6,54,0,0
81,1716415567226,1716415567286,60,6,54,0,0
82,1716415567286,1716415567355,69,10,59,0,0
83,1716415567355,1716415567418,63,10,53,0,0
84,1716415567418,1716415567478,60,7,52,0,0
85,1716415567478,1716415567537,59,6,53,0,0
86,1716415567537,1716415567598,61,7,54,0,0
87,1716415567598,1716415567659,61,6,55,0,0
88,1716415567659,1716415567719,60,6,54,0,0
89,1716415567719,1716415567778,59,7,52,0,0
90,1716415567778,1716415567838,60,7,52,0,0
91,1716415567838,1716415567897,59,6,53,0,0
92,1716415567897,1716415567958,61,7,54,0,0
93,1716415567958,1716415568018,60,7,53,0,0
94,1716415568018,1716415568078,60,6,54,0,0
95,1716415568078,1716415568138,60,6,54,0,0
96,1716415568138,1716415568205,67,6,61,0,0
97,1716415568205,1716415568266,61,6,55,0,0
98,1716415568266,1716415568325,59,7,52,0,0
99,1716415568325,1716415568385,60,7,53,0,0
100,1716415568385,1716415568445,60,6,54,0,0
101,1716415568445,1716415568510,65,6,59,0,0
102,1716415568510,1716415568569,59,5,54,0,0
