CNT,TS_BEGIN,TS_END,DIFF,DELAY_CLI,DELAY_BCK,PROCTIME,AUTHTIME
2,1716419171013,1716419171018,5,4,0,0,0
3,1716419171014,1716419171020,6,5,1,0,0
5,1716419171016,1716419171022,6,5,1,0,0
1,1716419171011,1716419171017,6,5,1,0,0
4,1716419171015,1716419171021,6,5,1,0,0
11,1716419171025,1716419171031,6,5,1,0,0
6,1716419171018,1716419171023,5,4,1,0,0
12,1716419171027,1716419171034,7,6,1,0,0
13,1716419171029,1716419171037,8,6,1,0,0
14,1716419171031,1716419171039,8,7,1,0,0
10,1716419171024,1716419171032,8,7,1,0,0
8,1716419171020,1716419171027,7,5,1,0,0
7,1716419171018,1716419171026,8,7,1,0,0
18,1716419171037,1716419171045,8,7,1,0,0
15,1716419171032,1716419171042,10,8,1,0,0
17,1716419171035,1716419171046,11,9,1,0,0
9,1716419171022,1716419171028,6,6,0,0,0
16,1716419171034,1716419171049,15,8,3,0,0
25,1716419171068,1716419171075,7,6,1,0,0
19,1716419171038,1716419171061,23,18,5,0,0
20,1716419171053,1716419171065,12,11,1,0,0
22,1716419171060,1716419171067,7,6,1,0,0
21,1716419171056,1716419171064,8,6,1,0,0
27,1716419171071,1716419171078,7,6,1,0,0
26,1716419171083,1716419171090,7,6,1,0,0
24,1716419171066,1716419171079,13,13,0,0,0
23,1716419171063,1716419171087,24,8,16,0,0
28,1716419171089,1716419171097,8,7,1,0,0
33,1716419171097,1716419171105,8,7,1,0,0
35,1716419171100,1716419171109,9,6,1,0,0
29,1716419171091,1716419171098,7,7,0,0,0
32,1716419171096,1716419171109,13,7,4,0,0
30,1716419171093,1716419171102,9,7,2,0,0
36,1716419171103,1716419171112,9,6,1,0,0
31,1716419171094,1716419171103,9,7,1,0,0
39,1716419171108,1716419171116,8,7,1,0,0
38,1716419171106,1716419171115,9,7,1,0,0
37,1716419171104,1716419171127,23,6,17,0,0
34,1716419171099,1716419171110,11,8,3,0,0
45,1716419171133,1716419171141,8,7,1,0,0
47,1716419171137,1716419171151,14,10,2,0,0
42,1716419171126,1716419171137,11,7,4,0,0
44,1716419171130,1716419171157,27,23,2,0,0
46,1716419171143,1716419171155,12,10,2,0,0
49,1716419171152,1716419171162,10,8,2,0,0
41,1716419171124,1716419171139,15,6,9,0,0
51,1716419171156,1716419171165,9,7,1,0,0
43,1716419171130,1716419171138,8,6,1,0,0
